	N-Amend-BR5-10-FT_S119_F_filt.fastq	N-Amend-C-T4_S125_F_filt.fastq	N-Amend-D-T4_S126_F_filt.fastq	N-Amend-T0_S124_F_filt.fastq	N-BR10-B_S107_F_filt.fastq	N-BR10-T_S108_F_filt.fastq	N-BR5-B_S99_F_filt.fastq	N-BR5-T_S100_F_filt.fastq	N-BR6-B_S101_F_filt.fastq	N-BR6-T_S102_F_filt.fastq	N-BR8-B_S103_F_filt.fastq	N-BR8-T_S104_F_filt.fastq	N-BR9-B_S105_F_filt.fastq	N-BR9-T_S106_F_filt.fastq	N-Control-A-T4_S122_F_filt.fastq	N-Control-B-T4_S123_F_filt.fastq	N-Control-T0_S121_F_filt.fastq	N-NEG_S128_F_filt.fastq
ASV_268	0	0	0	0	61	0	92	0	45	197	32	104	94	0	0	0	0	0
ASV_269	277	10	0	34	48	32	23	0	0	0	29	64	41	0	21	37	4	0
ASV_270	312	0	0	0	0	200	34	0	0	0	0	0	73	0	0	0	0	0
ASV_271	0	0	0	0	32	77	27	19	0	200	29	235	0	0	0	0	0	0
ASV_272	0	0	0	53	0	0	0	0	0	0	0	0	0	0	262	235	67	0
ASV_273	0	0	0	0	0	305	0	110	80	42	0	80	0	0	0	0	0	0
ASV_274	0	0	0	0	0	524	10	0	0	0	0	82	0	0	0	0	0	0
ASV_275	544	0	0	0	0	51	0	0	0	11	0	0	0	0	0	0	0	0
ASV_276	0	0	0	0	101	0	0	0	288	0	118	0	71	28	0	0	0	0
ASV_277	0	0	0	0	90	144	27	0	128	65	60	0	62	30	0	0	0	0
ASV_278	0	0	0	0	0	427	0	0	109	69	0	0	0	0	0	0	0	0
ASV_279	117	0	0	162	0	0	0	0	0	0	0	0	0	0	49	108	168	0
ASV_280	0	0	0	0	0	588	0	0	7	0	0	9	0	0	0	0	0	0
ASV_281	0	0	0	0	0	91	0	0	87	0	0	0	0	426	0	0	0	0
ASV_282	17	0	0	0	97	223	0	0	48	66	59	0	92	0	0	0	0	0
ASV_283	0	0	0	0	38	0	77	0	0	258	60	92	76	0	0	0	0	0
ASV_284	0	0	0	0	20	235	79	128	0	69	0	63	0	0	0	0	0	0
ASV_285	0	0	0	0	43	237	0	79	0	95	28	74	33	0	0	0	0	0
ASV_286	0	0	0	0	0	0	0	353	154	0	26	22	0	33	0	0	0	0
ASV_287	0	0	0	0	36	232	34	31	127	0	60	21	46	0	0	0	0	0
ASV_288	168	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0
ASV_289	0	0	0	0	125	0	0	142	0	100	90	0	127	0	0	0	0	0
ASV_290	0	0	0	0	73	0	23	22	0	96	124	116	130	0	0	0	0	0
ASV_291	0	0	0	0	64	0	157	58	160	0	50	0	95	0	0	0	0	0
ASV_292	0	0	0	0	101	201	73	0	0	50	55	0	101	0	0	0	0	0
ASV_293	21	0	0	0	0	462	28	18	0	0	0	0	0	51	0	0	0	0
ASV_294	0	0	0	0	0	301	137	142	0	0	0	0	0	0	0	0	0	0
ASV_295	0	0	0	0	0	0	0	209	257	114	0	0	0	0	0	0	0	0
ASV_296	0	0	0	0	22	0	39	206	0	37	0	185	40	48	0	0	0	0
ASV_297	0	0	0	0	0	0	0	347	0	88	0	141	0	0	0	0	0	0
ASV_298	0	0	0	0	99	0	0	0	251	0	124	0	101	0	0	0	0	0
ASV_299	0	47	0	165	0	0	0	0	0	0	0	0	0	0	67	129	166	0
ASV_300	0	0	0	0	71	0	282	0	0	0	41	0	180	0	0	0	0	0
ASV_301	0	0	0	0	151	200	0	0	0	126	0	0	95	0	0	0	0	0
ASV_302	0	0	0	0	0	474	0	98	0	0	0	0	0	0	0	0	0	0
ASV_303	0	0	0	0	82	98	0	0	249	41	44	0	53	0	0	0	0	0
ASV_304	47	0	0	0	55	0	0	190	0	77	71	0	55	70	0	0	0	0
ASV_305	117	0	0	0	21	78	48	75	0	93	39	0	53	40	0	0	0	0
ASV_306	115	13	0	284	0	0	0	0	0	0	0	0	0	0	0	56	92	0
ASV_307	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	305	0	0
ASV_308	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_309	0	126	192	0	0	0	13	0	0	0	0	0	0	0	220	0	0	0
ASV_310	0	0	0	0	139	0	127	0	0	0	127	0	158	0	0	0	0	0
ASV_311	0	0	0	0	52	0	114	86	114	15	52	62	56	0	0	0	0	0
ASV_312	85	0	0	0	152	0	77	0	0	31	76	0	58	70	0	0	0	0
ASV_313	0	32	0	94	0	0	0	0	0	0	0	0	0	0	132	110	181	0
ASV_314	0	0	0	0	36	222	0	21	157	80	0	0	31	0	0	0	0	0
ASV_315	0	0	0	0	29	126	42	29	156	102	33	0	30	0	0	0	0	0
ASV_316	74	0	0	0	0	0	80	66	0	106	39	49	41	91	0	0	0	0
ASV_317	130	0	0	189	0	0	0	0	0	0	0	0	0	0	46	58	120	0
ASV_318	0	177	109	0	0	0	0	0	0	0	0	0	0	0	146	109	0	0
ASV_319	0	0	0	0	0	303	35	0	70	51	0	0	0	81	0	0	0	0
ASV_320	0	0	0	0	122	0	0	214	44	0	45	0	114	0	0	0	0	0
ASV_321	0	0	0	0	117	0	66	0	0	29	162	0	165	0	0	0	0	0
ASV_322	170	0	0	0	0	269	0	0	0	7	0	92	0	0	0	0	0	0
ASV_323	0	0	0	0	118	0	108	0	0	85	78	0	145	0	0	0	0	0
ASV_324	103	0	0	0	0	0	58	352	16	0	0	0	0	0	0	0	0	0
ASV_325	58	0	0	0	27	139	44	29	15	47	25	22	64	57	0	0	0	0
ASV_326	0	0	0	0	0	0	324	130	0	0	10	62	0	0	0	0	0	0
ASV_327	94	0	0	0	121	0	35	0	0	96	50	0	128	0	0	0	0	0
ASV_328	0	0	0	169	80	0	0	0	0	0	0	0	0	0	43	61	171	0
ASV_329	510	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_330	373	0	0	0	0	81	0	0	0	21	0	0	47	0	0	0	0	0
ASV_331	120	14	0	129	0	0	0	0	0	0	0	0	0	0	86	47	124	0
ASV_332	0	0	0	0	0	0	58	368	0	0	0	94	0	0	0	0	0	0
ASV_333	383	0	0	0	0	0	0	0	0	20	26	13	77	0	0	0	0	0
ASV_334	0	0	0	0	0	0	0	207	171	141	0	0	0	0	0	0	0	0
ASV_335	41	0	0	0	0	226	32	0	0	59	0	116	44	0	0	0	0	0
ASV_336	0	0	0	0	0	0	166	149	90	0	65	48	0	0	0	0	0	0
ASV_337	0	0	0	0	176	0	91	0	0	0	84	0	166	0	0	0	0	0
ASV_338	440	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
ASV_339	77	0	0	0	17	417	0	0	0	0	0	0	0	0	0	0	0	0
ASV_340	0	0	0	180	0	0	0	0	0	0	0	0	0	0	133	0	198	0
ASV_341	0	0	0	0	0	119	97	0	226	64	0	0	0	0	0	0	0	0
ASV_342	0	0	0	0	70	0	76	0	78	142	53	0	85	0	0	0	0	0
ASV_343	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	140	143	0
ASV_344	125	0	0	113	0	0	0	0	0	0	0	0	0	0	62	34	167	0
ASV_345	0	0	0	88	0	0	0	0	0	0	0	0	0	0	153	260	0	0
ASV_346	161	0	0	0	276	0	0	0	0	0	0	0	61	0	0	0	0	0
ASV_347	0	0	0	0	0	107	0	0	0	117	0	267	7	0	0	0	0	0
ASV_348	84	0	0	120	0	0	0	0	0	0	0	0	0	0	74	65	152	0
ASV_349	62	0	0	0	0	390	0	0	0	26	0	17	0	0	0	0	0	0
ASV_350	0	0	0	0	37	0	23	0	0	188	101	70	76	0	0	0	0	0
ASV_351	0	0	0	0	0	0	0	410	0	0	0	83	0	0	0	0	0	0
ASV_352	0	0	0	0	102	0	52	0	18	95	79	0	146	0	0	0	0	0
ASV_353	28	0	0	0	15	68	15	0	7	0	0	306	13	39	0	0	0	0
ASV_354	0	208	113	0	0	0	0	0	0	0	0	0	0	0	107	63	0	0
ASV_355	0	0	0	0	106	200	0	0	99	49	0	0	37	0	0	0	0	0
ASV_356	0	0	0	0	0	0	117	56	0	0	0	70	246	0	0	0	0	0
ASV_357	0	0	0	0	0	310	58	120	0	0	0	0	0	0	0	0	0	0
ASV_358	0	0	0	0	0	0	0	0	456	32	0	0	0	0	0	0	0	0
ASV_359	0	0	0	0	73	71	93	0	0	215	35	0	0	0	0	0	0	0
ASV_360	0	0	0	0	0	0	336	0	0	0	0	151	0	0	0	0	0	0
ASV_361	0	0	0	0	36	103	73	87	0	61	33	35	56	0	0	0	0	0
ASV_362	0	0	0	0	0	130	0	351	0	0	0	0	0	0	0	0	0	0
ASV_363	0	0	0	0	31	0	30	197	28	68	0	44	0	82	0	0	0	0
ASV_364	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0
ASV_365	0	0	0	0	0	303	0	15	34	65	0	61	0	0	0	0	0	0
ASV_366	472	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_367	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_368	79	0	0	0	0	0	113	0	0	80	0	196	0	8	0	0	0	0
ASV_369	0	0	0	0	102	0	37	25	41	78	94	0	84	15	0	0	0	0
ASV_370	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0
ASV_371	0	0	0	0	42	69	59	0	22	98	0	82	103	0	0	0	0	0
ASV_372	0	0	0	0	145	0	21	0	0	158	54	0	96	0	0	0	0	0
ASV_373	0	0	0	0	95	201	0	0	94	0	83	0	0	0	0	0	0	0
ASV_374	0	0	0	0	0	0	54	382	0	36	0	0	0	0	0	0	0	0
ASV_375	24	0	0	0	37	0	26	31	0	94	20	155	83	0	0	0	0	0
ASV_376	15	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0
ASV_377	0	0	0	0	0	32	92	0	0	77	81	75	109	0	0	0	0	0
ASV_378	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	122	127	0
ASV_379	14	0	0	196	0	0	0	0	0	0	0	0	0	0	59	85	110	0
ASV_380	0	0	0	0	0	113	68	0	0	214	0	69	0	0	0	0	0	0
ASV_381	0	0	0	0	0	178	113	0	0	0	0	171	0	0	0	0	0	0
ASV_382	0	0	0	0	0	221	0	0	0	150	0	0	67	22	0	0	0	0
ASV_383	79	0	0	0	32	54	0	26	99	103	37	0	29	0	0	0	0	0
ASV_384	0	0	0	0	90	0	45	0	60	89	51	32	91	0	0	0	0	0
ASV_385	0	0	0	0	50	0	141	55	0	51	0	30	50	80	0	0	0	0
ASV_386	0	0	0	0	9	98	147	126	0	0	16	25	35	0	0	0	0	0
ASV_387	0	0	0	0	0	0	0	377	0	0	0	77	0	0	0	0	0	0
ASV_388	0	0	0	128	0	0	0	0	0	0	0	0	0	0	117	132	76	0
ASV_389	0	0	0	0	177	0	0	0	0	97	0	0	179	0	0	0	0	0
ASV_390	0	0	0	0	27	0	0	0	376	0	0	0	48	0	0	0	0	0
ASV_391	0	0	0	0	0	209	16	0	25	11	0	188	0	0	0	0	0	0
ASV_392	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0
ASV_393	83	0	0	106	0	0	0	0	0	0	0	0	0	0	71	0	184	0
ASV_394	33	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0
ASV_395	0	0	0	0	15	189	0	35	0	0	30	119	18	38	0	0	0	0
ASV_396	0	0	0	0	56	14	58	83	51	45	32	38	66	0	0	0	0	0
ASV_397	0	0	0	0	83	0	0	0	0	0	165	0	194	0	0	0	0	0
ASV_398	0	0	0	0	25	0	58	0	0	49	29	0	58	223	0	0	0	0
ASV_399	0	0	0	0	33	141	0	0	118	113	23	0	13	0	0	0	0	0
ASV_400	423	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV_401	18	0	0	0	57	0	145	0	0	68	61	0	84	5	0	0	0	0
ASV_402	0	0	0	0	53	0	73	0	56	79	85	0	92	0	0	0	0	0
ASV_403	117	0	0	115	0	0	0	0	0	0	0	0	0	0	54	52	99	0
ASV_404	60	0	0	0	31	0	113	63	0	30	31	73	36	0	0	0	0	0
ASV_405	0	0	0	0	0	0	0	0	5	0	0	432	0	0	0	0	0	0
ASV_406	0	0	0	0	137	0	28	0	0	51	85	0	134	0	0	0	0	0
ASV_407	222	0	0	0	68	0	0	0	0	0	61	0	83	0	0	0	0	0
ASV_408	0	0	0	0	81	0	0	0	208	74	0	0	70	0	0	0	0	0
ASV_409	0	0	0	0	61	46	0	199	0	0	43	0	83	0	0	0	0	0
ASV_410	0	0	0	0	0	382	0	0	50	0	0	0	0	0	0	0	0	0
ASV_411	0	0	0	0	0	0	265	0	0	0	166	0	0	0	0	0	0	0
ASV_412	0	0	0	0	128	80	0	34	0	65	42	0	79	0	0	0	0	0
ASV_413	0	0	0	0	0	0	0	84	77	54	120	12	80	0	0	0	0	0
ASV_414	0	0	0	0	76	17	32	116	19	56	44	0	64	0	0	0	0	0
ASV_415	0	0	0	139	0	0	0	0	0	0	0	0	0	0	73	123	88	0
ASV_416	0	0	0	0	0	188	0	0	212	23	0	0	0	0	0	0	0	0
ASV_417	0	0	0	0	88	148	0	0	0	37	48	0	50	49	0	0	0	0
ASV_418	0	0	0	0	26	88	84	108	0	29	19	37	29	0	0	0	0	0
ASV_419	0	0	0	0	13	0	28	173	18	54	25	39	35	35	0	0	0	0
ASV_420	0	0	0	0	120	0	115	0	7	0	66	0	107	0	0	0	0	0
ASV_421	0	0	0	0	58	0	55	102	0	70	34	32	62	0	0	0	0	0
ASV_422	0	0	0	0	0	10	0	92	0	71	30	64	49	96	0	0	0	0
ASV_423	0	0	0	0	0	0	77	163	0	27	0	92	0	53	0	0	0	0
ASV_424	0	0	0	159	0	0	0	0	0	0	0	0	0	0	98	0	154	0
ASV_425	261	0	0	0	3	0	0	0	0	0	0	0	7	139	0	0	0	0
ASV_426	0	0	0	0	33	145	0	0	110	0	43	0	0	78	0	0	0	0
ASV_427	0	0	0	0	0	0	82	324	0	0	0	0	0	0	0	0	0	0
ASV_428	0	0	0	0	43	101	0	0	0	57	48	87	69	0	0	0	0	0
ASV_429	0	0	0	0	0	0	69	129	70	69	0	37	31	0	0	0	0	0
ASV_430	0	0	0	155	0	0	0	0	0	0	0	0	0	0	89	0	159	0
ASV_431	0	0	0	0	26	187	31	0	0	0	18	48	0	93	0	0	0	0
ASV_432	196	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
ASV_433	56	0	0	0	0	0	0	0	122	0	102	0	121	0	0	0	0	0
ASV_434	0	0	0	0	0	0	62	0	137	202	0	0	0	0	0	0	0	0
ASV_435	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0
ASV_436	0	0	0	0	26	0	42	184	0	0	45	81	21	0	0	0	0	0
ASV_437	24	0	0	0	39	0	56	84	81	0	44	46	23	0	0	0	0	0
ASV_438	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0
ASV_439	51	0	0	0	56	63	0	0	0	91	64	0	70	0	0	0	0	0
ASV_440	27	0	0	0	0	0	59	122	0	37	16	31	14	87	0	0	0	0
ASV_441	0	0	0	0	34	312	0	0	0	47	0	0	0	0	0	0	0	0
ASV_442	0	0	0	0	23	0	157	67	0	0	22	16	34	74	0	0	0	0
ASV_443	0	0	0	0	73	125	0	0	177	0	0	0	17	0	0	0	0	0
ASV_444	112	0	0	0	11	87	0	0	0	0	0	34	35	111	0	0	0	0
ASV_445	45	0	0	0	55	0	92	0	0	59	37	36	66	0	0	0	0	0
ASV_446	378	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0
ASV_447	182	0	0	0	55	0	0	0	0	49	0	31	72	0	0	0	0	0
ASV_448	0	0	0	0	0	0	89	116	0	20	0	164	0	0	0	0	0	0
ASV_449	0	0	0	0	78	0	43	0	0	93	64	0	110	0	0	0	0	0
ASV_450	43	0	0	0	0	0	90	75	0	37	0	121	0	21	0	0	0	0
ASV_451	0	0	0	0	34	0	72	33	0	78	0	141	28	0	0	0	0	0
ASV_452	0	0	0	0	0	0	52	0	70	78	0	64	48	74	0	0	0	0
ASV_453	0	115	44	0	0	0	0	0	0	0	0	0	0	0	135	90	0	0
ASV_454	0	0	0	0	0	198	0	0	122	64	0	0	0	0	0	0	0	0
ASV_455	0	0	0	0	0	63	0	142	179	0	0	0	0	0	0	0	0	0
ASV_456	0	0	0	0	0	0	0	292	0	0	0	91	0	0	0	0	0	0
ASV_457	0	0	0	0	65	0	0	0	277	0	0	0	40	0	0	0	0	0
ASV_458	89	0	0	0	109	0	0	0	65	0	56	0	61	0	0	0	0	0
ASV_459	0	0	0	0	35	0	37	41	0	151	0	70	46	0	0	0	0	0
ASV_460	0	0	0	0	0	0	0	295	23	0	0	62	0	0	0	0	0	0
ASV_461	0	0	65	137	0	0	0	0	0	0	0	0	0	0	68	0	108	0
ASV_462	0	0	0	0	0	227	0	97	0	54	0	0	0	0	0	0	0	0
ASV_463	0	0	0	0	0	32	0	162	54	0	0	72	58	0	0	0	0	0
ASV_464	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0
ASV_465	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0
ASV_466	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0
ASV_467	0	0	0	0	24	0	31	147	95	12	24	0	43	0	0	0	0	0
ASV_468	0	0	0	0	0	0	0	0	275	101	0	0	0	0	0	0	0	0
ASV_469	0	0	0	0	23	0	53	22	19	0	47	0	63	148	0	0	0	0
ASV_470	0	0	0	0	85	0	0	104	101	0	0	0	84	0	0	0	0	0
ASV_471	0	0	0	0	76	0	72	129	59	38	0	0	0	0	0	0	0	0
ASV_472	228	0	0	0	0	0	0	0	0	37	0	106	0	0	0	0	0	0
ASV_473	0	0	0	0	0	53	0	147	114	57	0	0	0	0	0	0	0	0
ASV_474	0	0	0	0	0	0	284	87	0	0	0	0	0	0	0	0	0	0
ASV_475	0	0	0	0	94	0	0	0	40	0	67	0	169	0	0	0	0	0
ASV_476	0	0	0	0	0	89	77	84	0	62	0	0	58	0	0	0	0	0
ASV_477	0	0	0	0	0	0	52	282	0	34	0	0	0	0	0	0	0	0
ASV_478	0	0	0	0	0	0	24	0	165	68	0	78	33	0	0	0	0	0
ASV_479	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0
ASV_480	183	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0
ASV_481	351	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV_482	15	0	0	0	63	0	40	61	0	59	36	22	68	0	0	0	0	0
ASV_483	0	0	0	0	93	271	0	0	0	0	0	0	0	0	0	0	0	0
ASV_484	0	0	0	0	35	0	0	0	329	0	0	0	0	0	0	0	0	0
ASV_485	24	0	0	0	60	0	50	0	0	18	50	24	137	0	0	0	0	0
ASV_486	0	0	0	0	43	0	0	213	0	0	0	29	78	0	0	0	0	0
ASV_487	0	0	0	0	43	188	0	0	80	0	0	0	0	51	0	0	0	0
ASV_488	0	0	0	79	0	0	0	0	0	0	0	0	0	0	65	51	166	0
ASV_489	202	0	0	0	0	0	0	0	53	0	17	0	25	63	0	0	0	0
ASV_490	0	0	0	0	0	0	0	263	0	0	0	97	0	0	0	0	0	0
ASV_491	0	0	0	0	0	104	0	105	0	0	0	0	0	150	0	0	0	0
ASV_492	97	0	0	0	20	174	30	0	0	31	0	0	6	0	0	0	0	0
ASV_493	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0
ASV_494	0	0	0	0	38	0	83	51	0	71	55	0	59	0	0	0	0	0
ASV_495	0	0	0	0	0	185	39	0	62	26	0	45	0	0	0	0	0	0
ASV_496	70	0	0	0	42	99	29	0	27	0	32	0	56	0	0	0	0	0
ASV_497	0	99	0	0	0	0	0	0	0	0	0	0	0	0	139	117	0	0
ASV_498	0	0	0	0	0	0	60	157	0	0	82	56	0	0	0	0	0	0
ASV_499	0	153	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_500	0	0	0	0	16	187	34	0	10	0	0	47	18	42	0	0	0	0
ASV_501	38	0	0	0	0	233	0	27	39	0	0	15	0	0	0	0	0	0
ASV_502	0	0	0	0	29	140	0	35	68	27	0	53	0	0	0	0	0	0
ASV_503	0	0	0	0	0	69	0	217	0	0	0	66	0	0	0	0	0	0
ASV_504	0	0	0	0	0	148	0	0	0	0	0	0	157	46	0	0	0	0
ASV_505	145	0	0	0	7	0	69	32	0	67	0	28	0	0	0	0	0	0
ASV_506	0	0	0	0	81	0	40	47	0	38	42	50	50	0	0	0	0	0
ASV_507	0	0	0	0	0	0	0	334	0	0	0	0	0	14	0	0	0	0
ASV_508	0	0	0	0	53	0	0	0	166	97	0	0	31	0	0	0	0	0
ASV_509	164	0	0	0	27	0	0	0	97	34	24	0	0	0	0	0	0	0
ASV_510	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	179	0	0
ASV_511	0	0	0	0	0	272	0	0	74	0	0	0	0	0	0	0	0	0
ASV_512	0	0	0	0	0	0	153	165	0	28	0	0	0	0	0	0	0	0
ASV_513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0
ASV_514	0	0	0	168	0	0	0	0	0	0	0	0	0	0	78	98	0	0
ASV_515	150	0	0	0	16	0	0	0	0	0	22	0	13	142	0	0	0	0
ASV_516	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0
ASV_517	115	0	0	46	0	0	0	0	0	0	0	0	0	0	40	24	117	0
ASV_518	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_519	0	0	0	0	0	164	0	0	176	0	0	0	0	0	0	0	0	0
ASV_520	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	34	119	0
ASV_521	0	0	0	0	33	0	43	126	0	83	0	15	0	39	0	0	0	0
ASV_522	76	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	134	0
ASV_523	0	112	45	31	0	0	0	0	0	0	0	0	0	0	49	84	17	0
ASV_524	0	0	0	0	0	262	0	0	0	0	0	76	0	0	0	0	0	0
ASV_525	0	0	0	0	0	0	0	149	0	118	0	70	0	0	0	0	0	0
ASV_526	0	0	0	0	56	82	0	0	60	41	0	26	70	0	0	0	0	0
ASV_527	0	0	0	0	0	205	0	130	0	0	0	0	0	0	0	0	0	0
ASV_528	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0
ASV_529	206	0	0	0	22	0	14	0	0	44	0	0	47	0	0	0	0	0
ASV_530	0	0	0	0	49	41	29	115	0	0	33	0	66	0	0	0	0	0
ASV_531	68	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0
ASV_532	0	0	0	122	0	0	0	0	0	0	0	0	0	0	75	80	55	0
ASV_533	0	0	0	0	33	57	0	173	0	24	17	0	26	0	0	0	0	0
ASV_534	0	0	0	0	24	0	129	0	19	64	28	66	0	0	0	0	0	0
ASV_535	0	0	0	0	0	178	0	0	119	0	0	0	33	0	0	0	0	0
ASV_536	0	0	0	0	30	0	0	82	13	22	31	84	38	29	0	0	0	0
ASV_537	0	0	0	0	0	0	0	166	42	60	0	59	0	0	0	0	0	0
ASV_538	0	0	0	0	43	0	16	0	0	77	36	59	62	33	0	0	0	0
ASV_539	0	0	0	0	0	228	0	0	0	0	0	98	0	0	0	0	0	0
ASV_540	87	0	0	0	39	109	0	0	0	0	36	0	54	0	0	0	0	0
ASV_541	0	0	0	0	0	0	38	237	0	49	0	0	0	0	0	0	0	0
ASV_542	103	0	0	0	150	0	0	0	0	70	0	0	0	0	0	0	0	0
ASV_543	0	0	0	0	0	112	43	0	0	0	36	65	67	0	0	0	0	0
ASV_544	283	0	0	0	0	11	0	13	0	0	0	15	0	0	0	0	0	0
ASV_545	0	0	0	0	0	0	0	161	26	0	0	69	0	66	0	0	0	0
ASV_546	0	0	0	0	68	150	0	0	0	0	36	0	67	0	0	0	0	0
ASV_547	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0
ASV_548	59	0	0	0	0	208	0	0	50	0	0	0	0	0	0	0	0	0
ASV_549	0	0	0	0	0	220	0	73	24	0	0	0	0	0	0	0	0	0
ASV_550	0	0	0	0	0	0	0	180	0	27	0	110	0	0	0	0	0	0
ASV_551	0	0	0	0	0	0	47	50	41	61	28	38	51	0	0	0	0	0
ASV_552	0	0	0	0	0	0	20	90	0	131	0	75	0	0	0	0	0	0
ASV_553	33	0	0	0	40	46	66	0	0	31	17	55	27	0	0	0	0	0
ASV_554	0	0	0	0	47	0	0	96	0	98	0	0	73	0	0	0	0	0
ASV_555	0	0	0	0	0	56	13	65	110	70	0	0	0	0	0	0	0	0
ASV_556	0	0	0	73	0	75	0	0	0	0	0	0	0	0	44	49	72	0
ASV_557	0	0	0	0	0	0	0	297	0	0	0	16	0	0	0	0	0	0
ASV_558	0	0	0	0	75	0	57	0	0	108	0	0	72	0	0	0	0	0
ASV_559	0	0	0	0	0	0	128	0	0	0	0	64	0	120	0	0	0	0
ASV_560	0	0	0	0	0	0	78	89	0	58	0	87	0	0	0	0	0	0
ASV_561	0	114	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_562	0	90	0	0	0	0	0	0	0	0	0	0	0	0	138	83	0	0
ASV_563	0	0	0	0	70	0	57	0	0	102	0	0	82	0	0	0	0	0
ASV_564	0	0	0	0	30	0	59	0	25	0	75	0	122	0	0	0	0	0
ASV_565	0	0	0	0	0	0	0	0	0	174	0	136	0	0	0	0	0	0
ASV_566	0	0	0	0	18	97	26	168	0	0	0	0	0	0	0	0	0	0
ASV_567	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0
ASV_568	212	0	0	0	13	0	59	0	0	24	0	0	0	0	0	0	0	0
ASV_569	0	0	0	0	114	0	0	0	0	70	0	0	123	0	0	0	0	0
ASV_570	76	0	0	0	50	0	26	0	0	0	72	0	82	0	0	0	0	0
ASV_571	0	0	0	0	29	0	183	0	0	13	0	37	44	0	0	0	0	0
ASV_572	0	0	0	0	0	0	154	0	0	89	63	0	0	0	0	0	0	0
ASV_573	0	0	0	0	65	0	0	0	0	41	86	0	112	0	0	0	0	0
ASV_574	0	0	0	0	0	24	66	105	0	20	45	0	44	0	0	0	0	0
ASV_575	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0
ASV_576	0	0	0	0	29	0	0	151	0	59	12	35	15	0	0	0	0	0
ASV_577	0	0	0	0	0	209	0	0	43	49	0	0	0	0	0	0	0	0
ASV_578	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0
ASV_579	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
ASV_580	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
ASV_581	0	0	0	0	86	0	0	0	60	0	84	0	69	0	0	0	0	0
ASV_582	0	0	0	0	64	0	46	25	38	31	33	0	46	15	0	0	0	0
ASV_583	0	0	0	0	43	0	33	0	0	60	38	40	84	0	0	0	0	0
ASV_584	0	28	0	67	0	0	0	0	0	0	0	0	0	0	60	113	29	0
ASV_585	0	0	0	0	0	209	0	60	0	0	28	0	0	0	0	0	0	0
ASV_586	0	0	0	0	0	59	36	0	0	41	0	41	22	98	0	0	0	0
ASV_587	0	0	0	0	0	0	33	164	0	0	43	57	0	0	0	0	0	0
ASV_588	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	41	45	0
ASV_589	0	0	0	0	77	0	0	0	0	84	49	31	54	0	0	0	0	0
ASV_590	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	114	0	0
ASV_591	0	0	0	0	48	0	53	0	0	54	38	17	84	0	0	0	0	0
